ID,Product Name,Company,State Regulation,State Reg Type,Initial Cost/Unit,Initial Registration Status,Next Renewal Plans,Manage Tonnage?,Certificate Exp,Renewal Estimate,Initial Sub Date,Cancellation Effective,Submission Date,Frequency,Month,State,Initial Current Payment,Renewal Current Payment,Tonnage Current Payment,ALL Payments,Label On File,Submission/Maintenance Notes,Label change request,Label Update Submission,State ID,State Name,Current Certificate,Inactive (from Company),Priority/Phase,Last Modified,Renewal Method,Min Ton Fee,Late Fee,Fee Unit,Manage Renewals?,Smallest Net Weight (Lbs),Active Prod?,Product Name Lookup,Renewal Actual,Invoiced On,Eligible for Sale,Multiple Package Sizes?,Smallest Package Size,Product Grade,Ag Use? (Product),Product Type,Product Types Regulated,Claim Triggers,Microbes Included?,Package Unit,Invoice Status,Label Update Pending,Company Name,Address Line 1,Address Line 2,Package Size Trigger,Reg App Method,Test Frequency (from State Regulation),Pathogen Analysis,Heavy Metals Test,Labs Required For Reg,Efficacy Requirements,In-state trials,State Regulation Notes,New Reg Turnaround,New Reg Sub Docs Needed,Label Update Needed,Product Notes,Check Payee,Office Email Address,Label Update Submission Method,Tonnage Submission Method,Invoice #,New Reg Method,Created By,Reg Classification,Approval Received,Tonnage Reporting Req'd?,Reg Classification 2,Login,Password (from Login),Username (from Login),Website (from Login),Day of Month Due,Fee Unit 2,TON Cost/Unit (from State Regulation),CONFIRMED - State Regulation,CONFIRMED - Registration Status,Calculation,Internal Action Needed,State Contact (SC),SC Email Address,Pending Date - Days Since Initial Sub,Minimum Days Before Follow-up,Reg/Lic Number,License #,New Registration Forms,PLL Registration Status Provided,Tonnage Form or Portal,New Registration Notes,USA Plant ID (from Login),Renewal Registration Status,Mail Merge,Renewal Reminder/Form Received,State Abv,Created,ready-to-mail?,Submitted,Renewal Season (from State Regulation),States,PLL/AQT Phase,Tonnage Month (from State Regulation)
8317,Root-Able,AAS,GA-Soil Amendment,Registration,$55.00,Not Regulated,Client Managed,No,,$55.00,,,,Annual,12,GA,,,,,,,,,GA,Georgia,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,1.25,1 checked out of 1,,,,Yes,Yes,1.25,0-0-0,Yes,"Biological Inoculant,Legume Inoculant",Amendment/Conditioner,Soil-applied,No,lbs,,,"Able Ag Solutions, LLC",Georgia Department of Agriculture,"Seed, Fertilizer and Feed",,"Soil,Foliar",,,,,,,Microbials and surfactants DO NOT require registration,2 Weeks,Label,,"20 oz, 40 oz, 80 oz, 160 oz, 200 oz",Georgia Department of Agriculture,,Online Portal,,,Online Portal,Damon Cory-Watson,Soil Amendment,,Yes,Soil Amendment,,,,,,$/Registration,,GA-Soil Amendment,Not Regulated,Good,,Melissa Smith,Melissa.Smith@agr.georgia.gov,NaN,30,,,https://agr.georgia.gov/soil-amendment-product-registrations,Not Regulated,,,,,,,GA,2/15/2023 10:00pm,,,End of Year,,,
11019,Tonnage,AAS,GA-Fertilizer Inspection fees,Tonnage/Mill,,TON Not Required,Client Managed,No,,,,,,Quarterly,,GA,,,,,,,,,GA,Georgia,,0 checked out of 1,,12/16/2024 7:50am,,$0.00,$10.00,$/Ton Sold,No,0.00,1 checked out of 1,,,,N/A,,,,,,Fertilizer,,,,,,"Able Ag Solutions, LLC",,,,N/A,,,,,,,,,,,,Georgia Department of Agriculture,,,Online Portal,,Online Portal,Teressa Tubia,Fertilizer Inspection fees,,Yes,Fertilizer Inspection fees,AAS-GA-Fertilizer-Tonnage Report,11032080,1270,http://www.kellysolutions.com/ga/fert/tonnage/login.asp,,$/Ton Sold,$0.60,GA-Fertilizer Inspection fees,TON Not Required,Good,,Melissa Smith,Melissa.Smith@agr.georgia.gov,NaN,,,1270,,TON Not Required,https://www.kellysolutions.com/ga/fert/tonnage/,,,,,,GA,4/30/2024 12:11pm,,,,,,"01,04,07,10"
8270,Bacil-Able,AAS,HI-Microbial Product,Registration,$150.00,No Submission,Client Managed,No,,$150.00,,,,Annual,12-mo from approval,HI,,,,,,,,,HI,Hawaii,,0 checked out of 1,,12/16/2024 7:50am,Paper/Mail,,,$/Registration,No,2.49,1 checked out of 1,,,,No,Yes,0.29,0-0-0,Yes,"Biological Inoculant,Legume Inoculant",Biological Inoculant,,Yes,gal,,,"Able Ag Solutions, LLC",State of Hawaii / Dept of Ag,Plant Quarantine Branch,,"Foliar,Seed,Soil",,,,,,,,3 Months,Label,,"37.5 fl oz, 75 fl oz, 150 fl oz, 300 fl oz",HI Dept of Ag,,Paper/Mail,,,Paper/Mail,Damon Cory-Watson,Microbial Product,,No,Microbial Product,,,,,,$/Registration,,HI-Microbial Product,No Submission,Good,,,,NaN,30,,,https://hdoa.hawaii.gov/pi/pq/import-program/microorganisms-guidelines/,No Submission,https://hdoa.hawaii.gov/pi/pq/import-program/microorganisms-guidelines/,,,,,,HI,2/15/2023 9:57pm,,,,,,
8126,Rhiz-Able PN,AAS,HI-Microbial Product,Registration,$150.00,No Submission,Client Managed,No,,$150.00,,,,Annual,12-mo from approval,HI,,,,,,,,,HI,Hawaii,,0 checked out of 1,,12/16/2024 7:50am,Paper/Mail,,,$/Registration,No,0.00,1 checked out of 1,,,,No,Yes,,0-0-0,Yes,"Biological Inoculant,Legume Inoculant",Biological Inoculant,,Yes,,,,"Able Ag Solutions, LLC",State of Hawaii / Dept of Ag,Plant Quarantine Branch,,"Foliar,Seed,Soil",,,,,,,,3 Months,Label,,"50.75 fl. oz, 203.00 fl oz",HI Dept of Ag,,Paper/Mail,,,Paper/Mail,Damon Cory-Watson,Microbial Product,,No,Microbial Product,,,,,,$/Registration,,HI-Microbial Product,No Submission,Good,,,,NaN,30,,,https://hdoa.hawaii.gov/pi/pq/import-program/microorganisms-guidelines/,No Submission,https://hdoa.hawaii.gov/pi/pq/import-program/microorganisms-guidelines/,,,,,,HI,2/15/2023 9:47pm,,,,,,
8206,Rhiz-Able SB,AAS,HI-Microbial Product,Registration,$150.00,No Submission,Client Managed,No,,$150.00,,,,Annual,12-mo from approval,HI,,,,,,,,,HI,Hawaii,,0 checked out of 1,,12/16/2024 7:50am,Paper/Mail,,,$/Registration,No,3.44,1 checked out of 1,,,,No,Yes,0.40,0-0-0,Yes,"Biological Inoculant,Legume Inoculant",Biological Inoculant,,Yes,gal,,,"Able Ag Solutions, LLC",State of Hawaii / Dept of Ag,Plant Quarantine Branch,,"Foliar,Seed,Soil",,,,,,,,3 Months,Label,,"50.75 fl. oz, 203.00 fl oz",HI Dept of Ag,,Paper/Mail,,,Paper/Mail,Damon Cory-Watson,Microbial Product,,No,Microbial Product,,,,,,$/Registration,,HI-Microbial Product,No Submission,Good,,,,NaN,30,,,https://hdoa.hawaii.gov/pi/pq/import-program/microorganisms-guidelines/,No Submission,https://hdoa.hawaii.gov/pi/pq/import-program/microorganisms-guidelines/,,,,,,HI,2/15/2023 9:54pm,,,,,,
8334,Root-Able,AAS,HI-Microbial Product,Registration,$150.00,No Submission,Client Managed,No,,$150.00,,,,Annual,12-mo from approval,HI,,,,,,,,,HI,Hawaii,,0 checked out of 1,,12/16/2024 7:50am,Paper/Mail,,,$/Registration,No,1.25,1 checked out of 1,,,,No,Yes,1.25,0-0-0,Yes,"Biological Inoculant,Legume Inoculant",Biological Inoculant,,Yes,lbs,,,"Able Ag Solutions, LLC",State of Hawaii / Dept of Ag,Plant Quarantine Branch,,"Foliar,Seed,Soil",,,,,,,,3 Months,Label,,"20 oz, 40 oz, 80 oz, 160 oz, 200 oz",HI Dept of Ag,,Paper/Mail,,,Paper/Mail,Damon Cory-Watson,Microbial Product,,No,Microbial Product,,,,,,$/Registration,,HI-Microbial Product,No Submission,Good,,,,NaN,30,,,https://hdoa.hawaii.gov/pi/pq/import-program/microorganisms-guidelines/,No Submission,https://hdoa.hawaii.gov/pi/pq/import-program/microorganisms-guidelines/,,,,,,HI,2/15/2023 10:00pm,,,,,,
8272,Bacil-Able,AAS,IA-Soil Conditioner ≤ 25lbs,Registration,$100.00,No Submission,Client Managed,No,,$100.00,,,,Annual,6,IA,,,,,,,,,IA,Iowa,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,2.49,1 checked out of 1,,,,No,Yes,0.29,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,gal,,,"Able Ag Solutions, LLC",Feed and Fertilizer Bureau (IA Dept of Ag),Wallace Building,≤ 25 lbs,"Foliar,Seed,Soil",,,,,"Will be requested via email (usually from Lloyd) if the AI(s) is not ""commonly"" recognized beneficial ingredient",No,Improves yield and soil,2 Months,"Label,Efficacy",,"37.5 fl oz, 75 fl oz, 150 fl oz, 300 fl oz",IDALS,FeedandFertilizer@Iowaagriculture.gov,Online Portal,,,Online Portal,Damon Cory-Watson,Soil Conditioner ≤ 25lbs,,No,Soil Conditioner ≤ 25lbs,,,,,,$/Registration,,IA-Soil Conditioner ≤ 25lbs,No Submission,Good,,April Good,,NaN,30,,,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,No Submission,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,,,,,,IA,2/15/2023 9:57pm,,,Mid Year,,,
8271,Bacil-Able,AAS,IA-Soil Conditioner > 25lbs,Registration,$0.00,No Submission,Client Managed,No,,$0.00,,,,Annual,6,IA,,,,,,,,,IA,Iowa,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,2.49,1 checked out of 1,,,,No,Yes,0.29,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,gal,,,"Able Ag Solutions, LLC",Feed and Fertilizer Bureau (IA Dept of Ag),Wallace Building,> 25 lbs,"Foliar,Seed,Soil",,,,,"Will be requested via email (usually from Lloyd) if the AI(s) is not ""commonly"" recognized beneficial ingredient",,"Any product registered that is over 25 lbs is a permanent registration.

 Improves yield and soil",2 Months,"Label,Efficacy",,"37.5 fl oz, 75 fl oz, 150 fl oz, 300 fl oz",IDALS,FeedandFertilizer@Iowaagriculture.gov,Online Portal,,,Online Portal,Damon Cory-Watson,Soil Conditioner > 25lbs,,Yes,Soil Conditioner > 25lbs,,,,,,$/Registration,,IA-Soil Conditioner > 25lbs,No Submission,Good,,April Good,,NaN,30,,,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,No Submission,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,,,,,,IA,2/15/2023 9:57pm,,,Mid Year,,,
8113,Fertilizer License,AAS,IA-Fertilizer Manufacturer/Dealers License,License,$20.00,Planned,Client Managed,No,,$20.00,9/24/2024,,,Biennial,6,IA,,,,,,Waiting for regulator to set up company in portal,,,IA,Iowa,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/License,No,0.00,1 checked out of 1,,,,No,,,,,Fertilizer,Fertilizer,,No,,,,"Able Ag Solutions, LLC",Feed and Fertilizer Bureau (IA Dept of Ag),Wallace Building,,N/A,,,,,,,,2 Months,,,,IDALS,FeedandFertilizer@Iowaagriculture.gov,,,,Online Portal,Damon Cory-Watson,Fertilizer Manufacturer/Dealers License,9/24/2024,No,Fertilizer Manufacturer/Dealers License,,,,,,$/License,,IA-Fertilizer Manufacturer/Dealers License,Planned,Good,,April Good,,0,30,,,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,Planned,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,,,,,,IA,2/15/2023 9:44pm,,,Mid Year,,,
8139,Rhiz-Able PN,AAS,IA-Soil Conditioner ≤ 25lbs,Registration,$100.00,Unknown,Client Managed,No,,$100.00,,,,Annual,6,IA,,,,,,Waiting for regulator to set up company in portal,,,IA,Iowa,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,0.00,1 checked out of 1,,,,No,Yes,,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,,,,"Able Ag Solutions, LLC",Feed and Fertilizer Bureau (IA Dept of Ag),Wallace Building,≤ 25 lbs,"Foliar,Seed,Soil",,,,,"Will be requested via email (usually from Lloyd) if the AI(s) is not ""commonly"" recognized beneficial ingredient",No,Improves yield and soil,2 Months,"Label,Efficacy",,"50.75 fl. oz, 203.00 fl oz",IDALS,FeedandFertilizer@Iowaagriculture.gov,Online Portal,,,Online Portal,Damon Cory-Watson,Soil Conditioner ≤ 25lbs,,No,Soil Conditioner ≤ 25lbs,,,,,,$/Registration,,IA-Soil Conditioner ≤ 25lbs,Planned,,,April Good,,NaN,30,,,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,Unknown,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,,,,,,IA,2/15/2023 9:47pm,,,Mid Year,,,
8127,Rhiz-Able PN,AAS,IA-Soil Conditioner > 25lbs,Registration,$0.00,Unknown,Client Managed,No,,$0.00,,,,Annual,6,IA,,,,,,Waiting for regulator to set up company in portal,,,IA,Iowa,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,0.00,1 checked out of 1,,,,No,Yes,,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,,,,"Able Ag Solutions, LLC",Feed and Fertilizer Bureau (IA Dept of Ag),Wallace Building,> 25 lbs,"Foliar,Seed,Soil",,,,,"Will be requested via email (usually from Lloyd) if the AI(s) is not ""commonly"" recognized beneficial ingredient",,"Any product registered that is over 25 lbs is a permanent registration.

 Improves yield and soil",2 Months,"Label,Efficacy",,"50.75 fl. oz, 203.00 fl oz",IDALS,FeedandFertilizer@Iowaagriculture.gov,Online Portal,,,Online Portal,Damon Cory-Watson,Soil Conditioner > 25lbs,,Yes,Soil Conditioner > 25lbs,,,,,,$/Registration,,IA-Soil Conditioner > 25lbs,Planned,,,April Good,,NaN,30,,,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,Unknown,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,,,,,,IA,2/15/2023 9:47pm,,,Mid Year,,,
8207,Rhiz-Able SB,AAS,IA-Soil Conditioner > 25lbs,Registration,$0.00,No Submission,Client Managed,No,,$0.00,,,,Annual,6,IA,,,,,,,,,IA,Iowa,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,3.44,1 checked out of 1,,,,No,Yes,0.40,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,gal,,,"Able Ag Solutions, LLC",Feed and Fertilizer Bureau (IA Dept of Ag),Wallace Building,> 25 lbs,"Foliar,Seed,Soil",,,,,"Will be requested via email (usually from Lloyd) if the AI(s) is not ""commonly"" recognized beneficial ingredient",,"Any product registered that is over 25 lbs is a permanent registration.

 Improves yield and soil",2 Months,"Label,Efficacy",,"50.75 fl. oz, 203.00 fl oz",IDALS,FeedandFertilizer@Iowaagriculture.gov,Online Portal,,,Online Portal,Damon Cory-Watson,Soil Conditioner > 25lbs,,Yes,Soil Conditioner > 25lbs,,,,,,$/Registration,,IA-Soil Conditioner > 25lbs,No Submission,Good,,April Good,,NaN,30,,,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,No Submission,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,,,,,,IA,2/15/2023 9:54pm,,,Mid Year,,,
8208,Rhiz-Able SB,AAS,IA-Soil Conditioner ≤ 25lbs,Registration,$100.00,No Submission,Client Managed,No,,$100.00,,,,Annual,6,IA,,,,,,,,,IA,Iowa,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,3.44,1 checked out of 1,,,,No,Yes,0.40,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,gal,,,"Able Ag Solutions, LLC",Feed and Fertilizer Bureau (IA Dept of Ag),Wallace Building,≤ 25 lbs,"Foliar,Seed,Soil",,,,,"Will be requested via email (usually from Lloyd) if the AI(s) is not ""commonly"" recognized beneficial ingredient",No,Improves yield and soil,2 Months,"Label,Efficacy",,"50.75 fl. oz, 203.00 fl oz",IDALS,FeedandFertilizer@Iowaagriculture.gov,Online Portal,,,Online Portal,Damon Cory-Watson,Soil Conditioner ≤ 25lbs,,No,Soil Conditioner ≤ 25lbs,,,,,,$/Registration,,IA-Soil Conditioner ≤ 25lbs,No Submission,Good,,April Good,,NaN,30,,,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,No Submission,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,,,,,,IA,2/15/2023 9:54pm,,,Mid Year,,,
8335,Root-Able,AAS,IA-Soil Conditioner > 25lbs,Registration,$0.00,No Submission,Client Managed,No,,$0.00,,,,Annual,6,IA,,,,,,,,,IA,Iowa,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,1.25,1 checked out of 1,,,,No,Yes,1.25,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,lbs,,,"Able Ag Solutions, LLC",Feed and Fertilizer Bureau (IA Dept of Ag),Wallace Building,> 25 lbs,"Foliar,Seed,Soil",,,,,"Will be requested via email (usually from Lloyd) if the AI(s) is not ""commonly"" recognized beneficial ingredient",,"Any product registered that is over 25 lbs is a permanent registration.

 Improves yield and soil",2 Months,"Label,Efficacy",,"20 oz, 40 oz, 80 oz, 160 oz, 200 oz",IDALS,FeedandFertilizer@Iowaagriculture.gov,Online Portal,,,Online Portal,Damon Cory-Watson,Soil Conditioner > 25lbs,,Yes,Soil Conditioner > 25lbs,,,,,,$/Registration,,IA-Soil Conditioner > 25lbs,No Submission,Good,,April Good,,NaN,30,,,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,No Submission,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,,,,,,IA,2/15/2023 10:00pm,,,Mid Year,,,
8336,Root-Able,AAS,IA-Soil Conditioner ≤ 25lbs,Registration,$100.00,No Submission,Client Managed,No,,$100.00,,,,Annual,6,IA,,,,,,,,,IA,Iowa,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,1.25,1 checked out of 1,,,,No,Yes,1.25,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,lbs,,,"Able Ag Solutions, LLC",Feed and Fertilizer Bureau (IA Dept of Ag),Wallace Building,≤ 25 lbs,"Foliar,Seed,Soil",,,,,"Will be requested via email (usually from Lloyd) if the AI(s) is not ""commonly"" recognized beneficial ingredient",No,Improves yield and soil,2 Months,"Label,Efficacy",,"20 oz, 40 oz, 80 oz, 160 oz, 200 oz",IDALS,FeedandFertilizer@Iowaagriculture.gov,Online Portal,,,Online Portal,Damon Cory-Watson,Soil Conditioner ≤ 25lbs,,No,Soil Conditioner ≤ 25lbs,,,,,,$/Registration,,IA-Soil Conditioner ≤ 25lbs,No Submission,Good,,April Good,,NaN,30,,,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,No Submission,https://iowadeptag.my.site.com/s/login/?ec=302&startURL=/s/,,,,,,IA,2/15/2023 10:00pm,,,Mid Year,,,
8273,Bacil-Able,AAS,ID-Soil or Plant Amendment,Registration,$90.00,No Submission,Client Managed,No,,$90.00,,,,Annual,1,ID,,,,,,,,,ID,Idaho,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,2.49,1 checked out of 1,,,,No,Yes,0.29,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,gal,,,"Able Ag Solutions, LLC",Idaho State Dept of Agriculture,Division of Plant Industries,,"Foliar,Seed,Soil",,,,,,No,,2 Weeks,Label,,"37.5 fl oz, 75 fl oz, 150 fl oz, 300 fl oz",ID State Dept of Ag,,Online Portal,,,Online Portal,Damon Cory-Watson,Soil or Plant Amendment,,Yes,Soil or Plant Amendment,,,,,,$/Registration,,ID-Soil or Plant Amendment,No Submission,Good,,Brenda Thomasson,brenda.thomasson@isda.idaho.gov,NaN,30,,,https://www.isda.idaho.gov/ffs/login?ReturnUrl=/ffs,No Submission,,,,,,,ID,2/15/2023 9:57pm,,,End of Year,,,
8140,Rhiz-Able PN,AAS,ID-Soil or Plant Amendment,Registration,$90.00,No Submission,Client Managed,No,,$90.00,,,,Annual,1,ID,,,,,,,,,ID,Idaho,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,0.00,1 checked out of 1,,,,No,Yes,,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,,,,"Able Ag Solutions, LLC",Idaho State Dept of Agriculture,Division of Plant Industries,,"Foliar,Seed,Soil",,,,,,No,,2 Weeks,Label,,"50.75 fl. oz, 203.00 fl oz",ID State Dept of Ag,,Online Portal,,,Online Portal,Damon Cory-Watson,Soil or Plant Amendment,,Yes,Soil or Plant Amendment,,,,,,$/Registration,,ID-Soil or Plant Amendment,No Submission,Good,,Brenda Thomasson,brenda.thomasson@isda.idaho.gov,NaN,30,,,https://www.isda.idaho.gov/ffs/login?ReturnUrl=/ffs,No Submission,,,,,,,ID,2/15/2023 9:47pm,,,End of Year,,,
8209,Rhiz-Able SB,AAS,ID-Soil or Plant Amendment,Registration,$90.00,No Submission,Client Managed,No,,$90.00,,,,Annual,1,ID,,,,,,,,,ID,Idaho,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,3.44,1 checked out of 1,,,,No,Yes,0.40,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,gal,,,"Able Ag Solutions, LLC",Idaho State Dept of Agriculture,Division of Plant Industries,,"Foliar,Seed,Soil",,,,,,No,,2 Weeks,Label,,"50.75 fl. oz, 203.00 fl oz",ID State Dept of Ag,,Online Portal,,,Online Portal,Damon Cory-Watson,Soil or Plant Amendment,,Yes,Soil or Plant Amendment,,,,,,$/Registration,,ID-Soil or Plant Amendment,No Submission,Good,,Brenda Thomasson,brenda.thomasson@isda.idaho.gov,NaN,30,,,https://www.isda.idaho.gov/ffs/login?ReturnUrl=/ffs,No Submission,,,,,,,ID,2/15/2023 9:54pm,,,End of Year,,,
8337,Root-Able,AAS,ID-Soil or Plant Amendment,Registration,$90.00,No Submission,Client Managed,No,,$90.00,,,,Annual,1,ID,,,,,,,,,ID,Idaho,,0 checked out of 1,,12/16/2024 7:50am,Online Portal,,,$/Registration,No,1.25,1 checked out of 1,,,,No,Yes,1.25,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent",,Yes,lbs,,,"Able Ag Solutions, LLC",Idaho State Dept of Agriculture,Division of Plant Industries,,"Foliar,Seed,Soil",,,,,,No,,2 Weeks,Label,,"20 oz, 40 oz, 80 oz, 160 oz, 200 oz",ID State Dept of Ag,,Online Portal,,,Online Portal,Damon Cory-Watson,Soil or Plant Amendment,,Yes,Soil or Plant Amendment,,,,,,$/Registration,,ID-Soil or Plant Amendment,No Submission,Good,,Brenda Thomasson,brenda.thomasson@isda.idaho.gov,NaN,30,,,https://www.isda.idaho.gov/ffs/login?ReturnUrl=/ffs,No Submission,,,,,,,ID,2/15/2023 10:00pm,,,End of Year,,,
8274,Bacil-Able,AAS,IL-Soil Amendment,Registration,$250.00,No Submission,Client Managed,No,,$250.00,,,,Annual,12,IL,,,,,,,,,IL,Illinois,,0 checked out of 1,,12/16/2024 7:50am,Paper/Mail,,$100.00,$/Registration,No,2.49,1 checked out of 1,,,,No,Yes,0.29,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent","Soil-applied,Value in promoting plant growth,Yield increase",Yes,gal,,,"Able Ag Solutions, LLC",Idaho State Dept of Agriculture,Division of Plant Industries,,"Seed,Soil",,,,,"Efficacy data must support claims and be conducted under conditions (soil, weather) similar to those experienced in Illinois. No time length specified. ",Yes,"Improves soil characteristics

Seed applications not regulated as soil amendments",2 Months,"Label,SDS,Efficacy,Method,Composition",,"37.5 fl oz, 75 fl oz, 150 fl oz, 300 fl oz",IL Dept of Ag,,Email,,,Paper/Mail,Damon Cory-Watson,Soil Amendment,,No,Soil Amendment,,,,,,$/Registration,,IL-Soil Amendment,No Submission,Good,,Cheryl Benton,cheryl.benton@illinois.gov,NaN,30,,,https://agr.illinois.gov/content/dam/soi/en/web/agr/plants/fertilizer/documents/soil-amendment-app.pdf,No Submission,,,,,,,IL,2/15/2023 9:57pm,,,End of Year,,,
8100,Fertilizer License,AAS,IL-Fertilizer Distributor Permit,License,$100.00,No Submission,Client Managed,No,,$100.00,,,,Annual,12,IL,,,,,,,,,IL,Illinois,,0 checked out of 1,,12/16/2024 7:50am,Paper/Mail,,$0.00,$/License,No,0.00,1 checked out of 1,,,,No,,,,,Fertilizer,Fertilizer,,No,,,,"Able Ag Solutions, LLC",Idaho State Dept of Agriculture,Division of Plant Industries,,N/A,,,,,,,,2 Months,,,,IL Dept of Ag,,,,,Paper/Mail,Damon Cory-Watson,Fertilizer Distributor Permit,,No,Fertilizer Distributor Permit,,,,,,$/License,,IL-Fertilizer Distributor Permit,No Submission,Good,,Cheryl Benton,cheryl.benton@illinois.gov,NaN,30,,,https://agr.illinois.gov/content/dam/soi/en/web/agr/plants/fertilizer/documents/fertilizerdistributor.pdf,No Submission,,,,,,,IL,2/15/2023 9:44pm,,,End of Year,,,
8141,Rhiz-Able PN,AAS,IL-Soil Amendment,Registration,$250.00,No Submission,Client Managed,No,,$250.00,,,,Annual,12,IL,,,,,,,,,IL,Illinois,,0 checked out of 1,,12/16/2024 7:50am,Paper/Mail,,$100.00,$/Registration,No,0.00,1 checked out of 1,,,,No,Yes,,0-0-0,Yes,"Biological Inoculant,Legume Inoculant","Amendment/Conditioner,Biological Inoculant,Surfactant/Wetting Agent","Soil-applied,Value in promoting plant growth,Yield increase",Yes,,,,"Able Ag Solutions, LLC",Idaho State Dept of Agriculture,Division of Plant Industries,,"Seed,Soil",,,,,"Efficacy data must support claims and be conducted under conditions (soil, weather) similar to those experienced in Illinois. No time length specified. ",Yes,"Improves soil characteristics

Seed applications not regulated as soil amendments",2 Months,"Label,SDS,Efficacy,Method,Composition",,"50.75 fl. oz, 203.00 fl oz",IL Dept of Ag,,Email,,,Paper/Mail,Damon Cory-Watson,Soil Amendment,,No,Soil Amendment,,,,,,$/Registration,,IL-Soil Amendment,No Submission,Good,,Cheryl Benton,cheryl.benton@illinois.gov,NaN,30,,,https://agr.illinois.gov/content/dam/soi/en/web/agr/plants/fertilizer/documents/soil-amendment-app.pdf,No Submission,,,,,,,IL,2/15/2023 9:47pm,,,End of Year,,,
